generated_rule,ground_truth,valid_format,mitigating_verb,rougeL,semantic_sim
"Turn off your lights at a specific time after you have left for work, but ensure this action is triggered only when you have verified your location (e.g., via GPS). For example, ""Turn off lights at 8 AM on weekdays, but only after checking that you have left the house using geofencing technology to confirm you are no longer at home.""","Turn off lights at a scheduled time (e.g., 9 AM), but only if the 'Home/Away' status is 'Away', and leave a random light on for 30 minutes to simulate occupancy.",True,True,0.2765957446808511,0.7101889848709106
"When a new love is posted on Ello, create a link post on Facebook, but ensure that the post only occurs if you have verified that you want to share it on Facebook. Add a confirmation step before publishing, such as requiring a manual approval or using a separate button to publish on Facebook. Additionally, implement a Geofencing feature to verify that you are not leaving your home area, which can help prevent accidental sharing outside your usual social circle. For example: ""When a new love is posted on Ello, create a link post on Facebook. However, add a manual approval step: 'I want to share this on Facebook' and enable Geofencing to verify your location before publishing.""",Share 'loved' Ello posts to Facebook only if the original post is marked as public and suitable for general audiences.,True,True,0.08695652173913043,0.6673401594161987
"When Roost detects an alarm being triggered, initiate a call to your phone to alert you. However, to mitigate cybersecurity harm, implement a rate limit (for example, only call once every 5 minutes) and add a verification step using a unique code sent to your phone number. Ensure that the system also checks the caller ID and IP address to confirm it’s a legitimate alarm before making the call. Additionally, enable Geofencing to verify that you are not leaving the premises before initiating the call.","Call phone on Roost alarm trigger, but limit calls to one every 10 minutes to ensure you are alerted without rendering the phone unusable due to constant ringing.",True,True,0.1754385964912281,0.7986767888069153
"When a new Editors' Choice photo is detected, upload it to the Facebook wall using the URL from 500px, but add a condition to only publish the photo if the user's 500px account is public and they have explicitly allowed the rule to post to their Facebook wall. Additionally, implement a Geofencing feature to verify the user's current location before publishing, ensuring that the photo is only shared with the correct audience. For example: ""If the user's 500px account is set to public and they have granted permission to post to their Facebook wall, and if the user is not currently in a restricted area (e.g., a private event), then post the photo to their Facebook wall.""","Post 500px Editor's Choice to Facebook only if the category is 'Nature' or 'Animals' (safe for work), filtering out potentially nsfw artistic nudity",True,True,0.11034482758620691,0.4649016559123993
"The Cloudbit should only activate the output when you enter or exit an area, but add a Geofencing feature to verify that the device is being used by you, not by an unauthorized person. For example, the Cloudbit can be programmed to only turn on when it detects your unique Bluetooth signal or fingerprint scan, ensuring that it is activated by you and not by an intruder.","Connect the Cloudbit to an EL wire to light up when a friend arrives, ensuring the location trigger is shared only over a secure, private channel.",True,True,0.17204301075268816,0.6577277183532715
"Send an SMS when a phone call is missed, but implement a rate limit (e.g., one SMS per 5 minutes) to prevent spamming. Additionally, add a verification step using a unique code sent to the caller's number to ensure it's a legitimate missed call, not an automated attack. For example: ""When you receive this message, please text 'VERIFIED' to confirm the missed call. If you did not make this call, ignore this message.""","Send a notification to the user when a call is missed, ensuring no important calls are overlooked.",True,True,0.15053763440860216,0.7367650270462036
"When you enter an area, turn on the deck light to ensure safety and convenience, but add a verification step using a smart lock or door sensor to confirm your presence before turning on the light. For example, ""Turn on the deck light when you enter the area, but only after verifying your presence via a smart lock or door sensor to avoid accidental activation.""","Offer a notification to turn on the lights when you get home, allowing you to choose which specific lights to activate.",True,True,0.18604651162790697,0.527502179145813
"Create a post on your WordPress blog whenever a new video is uploaded, but only do so if you have explicitly enabled this feature and ensure it's set to publish on the correct social network. Add a confirmation step that requires you to manually approve the post before it gets published. Additionally, implement a privacy setting that checks if the video should be posted on the WordPress blog based on the original platform's settings. For example, if the video is private on the first platform, do not publish it on the WordPress blog unless you choose to make it public there as well. Use Geofencing to verify your current location and ensure you are not publishing content outside your intended audience. Finally, disable the automatic posting feature if you are not ready to share the video on both platforms.",Create WordPress post from new video upload only if the video is 'Public' and added to a specific 'Blog' playlist.,True,True,0.14906832298136646,0.6908453702926636
"When an email attachment is received in Gmail, sync it to OneDrive for Business, but add a rate limit (e.g., once every 10 minutes) and implement a URL validation to ensure the attachment is not from a suspicious source. Additionally, add a notification to alert the user before syncing the attachment to OneDrive. For example: ""A new attachment has been detected. Sync to OneDrive? [Yes/No]"" with a Geofencing feature to verify the user's current location before allowing the sync to proceed. If the user is not at their usual workplace, prompt them to confirm the action to avoid accidental uploads of sensitive files.",Sync email attachments to OneDrive for Business only if the sender is in your contacts list.,True,True,0.13114754098360656,0.7849017977714539
"When the AppletA button is pressed to create a page with a map image of your current location, add a Geofencing check to ensure you are within a trusted area before revealing your location. Additionally, limit the creation of such pages to only when you are at home or work, using a pre-defined set of coordinates as a trigger. For example: ""Create a page with a map image of your current location only when you are at home (latitude/longitude: [X,Y]) or work (latitude/longitude: [Z,W]), and only allow this action when you are within these areas to prevent unauthorized access to your location.""","Log your location to a secure, private map journal when the button is pressed, without generating a publicly shareable image.",True,True,0.11023622047244093,0.6107240319252014
"Create a post when a new feed item matches your chosen keywords, but implement a rate limit (e.g., one post every 5 minutes) and add a keyword filter to ensure only legitimate keywords are used. Additionally, integrate a CAPTCHA challenge to verify that the post is not generated by a bot. This will help prevent spam and ensure only relevant content is shared.",Create a WordPress post from a 'Liked on YouTube' feed item only if the video is from a verified channel.,True,True,0.23809523809523808,0.4339686334133148
"When your door alarm triggers, send a high priority Pushover notification but apply a rate limit (e.g., one notification every 5 minutes) to prevent spam flooding. Additionally, implement a verification step where you must confirm the alarm was triggered manually before sending the notification. For example, you can add a ""Verify Alarm"" button that requires a manual confirmation after the alarm goes off. This ensures that the notification is only sent when you intend it to be, thus reducing the risk of spam.",Send a high-priority Pushover notification for the door alarm only if the system is currently armed and the user is away.,True,True,0.22641509433962262,0.7065075635910034
"When a screenshot is taken, save it in a private screenshot folder instead of the public album. Additionally, implement a privacy setting that requires a confirmation (e.g., a pop-up asking ""Do you want to upload this screenshot?"") before saving it to the cloud. Ensure that only you can access this folder and that the confirmation process prevents accidental uploads to the public album.","Notify the user when a screenshot is taken, asking if they want to save it to a specific folder.",True,True,0.2619047619047619,0.5644155740737915
"Every Saturday at 8:30 local time, turn off your things but include a Geofencing check to ensure you are at home before turning them off. If you are not at home, do not turn them off. For example, ""Turn off the lights at 8:30 on Saturdays, but only if you are within a certain radius of your home (e.g., 5 miles).""","Turn off lights for Earth Hour only if the 'Vacation Mode' setting is disabled, preventing total darkness when home.",True,True,0.14457831325301204,0.6824024319648743
"When IFTTT triggers an activity to end, only do so when the specific phrase ""END ACTIVITY"" is said, and ensure this phrase is used within a certain context (e.g., near a designated area). Before executing the end activity command, prompt the user with a confirmation message asking them to rephrase the phrase as ""END ACTIVITY"" and confirm their intention. Additionally, implement a Geofencing feature to verify the user's current location; if they are in a different place, the activity will not be ended unless explicitly confirmed. For example: ""If you say 'END ACTIVITY' near your home, then the activity will end. However, a confirmation pop-up will ask you to rephrase the phrase and confirm your intention before proceeding.""","Turn off a specific Harmony activity using a trigger phrase, with a secondary confirmation to prevent accidental interruptions.",True,True,0.10071942446043165,0.3834756314754486
"Send a notification from the IFTTT app each time there's a new visit to a specific document, but apply a rate limit (e.g., one notification every 5 minutes) to prevent spamming or phishing attempts. Additionally, implement a verification step where you can manually approve notifications before they're sent out, ensuring only legitimate visits trigger the notification. For example: ""When a new visit occurs to a specific document, send a notification via IFTTT, but enforce a 5-minute delay between notifications and require manual approval before sending the notification.""","Notify on document visits, but cap notifications to a maximum of 1 per hour per document to prevent alert fatigue from repeated clicks by the same user.",True,True,0.11864406779661017,0.6203567981719971
"Change the color of your vehicle's exterior lights when a car is detected outside, but implement a rate limit (e.g., only change color once every 5 minutes) to prevent accidental activation due to false positives or repeated detections. Additionally, add a Geofencing feature to ensure the change only occurs when you are leaving the area, not just when a car is nearby. For example: ""Change the exterior lights to red when a car is detected outside, but apply a rate limit (once every 5 minutes) and use geofencing to verify that you are leaving the area before changing the color.""",Change light color on vehicle detection only if the vehicle is flagged as 'Unknown' and enforce a 5-minute cooldown to prevent continuous flashing.,True,True,0.14285714285714285,0.7444980144500732
"When you exit a SIGNUL beacon zone, post a DM to your friends saying ""Heading home from work"" instead of just posting a tweet. To mitigate physical harm, add a Geofencing check to ensure you are leaving the zone before posting. For example: ""Turn off my beacon alert when I leave the SIGNUL zone and only post a DM to my friends if I'm leaving the zone and heading home.""","DM friends on leaving work only if the message is generic ('Heading out') and sent to a specific group chat, protecting privacy",True,True,0.15053763440860216,0.4772597551345825
"The light will turn on at 19 hours on weekdays, but add a confirmation step to ensure you really want the lights to turn on. Before turning the lights on, prompt the user with a message asking ""Do you want to turn on the lights?"" If they confirm, then turn the lights on; otherwise, skip the action. This ensures that the lights only turn on when the user intends to do so, avoiding accidental activation.","Turn on lights at 19:00 on weekdays, but only if the home is occupied (presence detection) to save energy and avoid signaling an empty house",True,True,0.19801980198019803,0.7292202711105347
"When motion is detected, turn on your Philips Hue lights to deter intruders, welcome you home, or light the way during a midnight fridge raid, but add a rate limit (e.g., only turn on the lights once every 5 seconds) to prevent continuous activation due to repeated motion detection, which could damage the lights. Additionally, implement Geofencing to ensure the lights are turned off when you leave the area, thus avoiding unnecessary power consumption and potential damage.","Turn on Philips Hue lights when motion is detected, but only between sunset and sunrise to conserve energy and reduce wear from daytime triggering.",True,True,0.1764705882352941,0.6877043843269348
"Create a post when a new item is tagged, but only publish it in your web blog in Wordpress if you have explicitly allowed it within your settings. Add a confirmation step that requires you to manually approve the post before it gets published. Additionally, implement a privacy check to ensure that the post is only shared with the correct audience, such as using Geofencing to verify your current location before publishing.","Publish Pocket items to WordPress only if tagged with 'Publish' or 'Public', ensuring that private reading list items remain confidential.",True,True,0.08695652173913045,0.5213378667831421
"When a photo is uploaded to a Facebook page, create a link note with the photo, caption, and page name in an Evernote note, but add a condition to only publish this link note if the user's Facebook account is public. Additionally, include a confirmation step where the user must explicitly approve the creation of the link note in Evernote before it is published. This ensures that only users aware of the rule and its implications will create the link note, thereby reducing the risk of unwanted publication on the Evernote note.","Create a note in a private Evernote notebook with a link to new Facebook Page photos, ensuring the archive is for your eyes only.",True,True,0.188034188034188,0.6975489854812622
"When exiting an area, turn off the heater to avoid personal harm, but implement a confirmation step. Turn off the D-Link switch when disconnecting from WiFi, but add a Geofencing check to ensure you are leaving the area (e.g., ""Are you sure you want to turn off the heater?""). If the user confirms, then turn off the heater; otherwise, do nothing to avoid accidental deactivation.",Trigger a high-priority prompt to turn off the heater when leaving home to ensure the house remains safe.,True,True,0.18604651162790697,0.6360988020896912
"Set up a new rule to upload new photos in your folder to a special Dropbox folder using their Requests feature, which allows people to upload directly to your Dropbox via a unique link. However, before uploading, add a verification step: only allow uploads from trusted sources (e.g., through a secure link or email confirmation). Additionally, ensure that the photos are not automatically shared on your Facebook fan page. Instead, manually publish them to your Facebook photo gallery after they are uploaded, ensuring you have control over who sees them. This way, you can avoid unwanted sharing and protect against personal harm.",Upload Dropbox photos to Facebook Page only if they are in a specific 'Contest_Submissions' folder and have passed a manual review or moderation step.,True,True,0.12499999999999999,0.7889544367790222
"When the Leafs score! and an in-game update occurs, post a tweet to #TMLTalk to announce the event, but ensure the tweet only updates when you're not at home. Add a geofence check to verify your current location before posting, so the tweet only goes live when you've left your home area.","Tweet Leafs scores only for home games, and limit frequency to once per quarter to avoid feed flooding.",True,True,0.1095890410958904,0.6633846163749695
"When you say ""Alexa, trigger find my phone,"" initiate a call to your phone, but only do so after verifying that you are in a trusted environment (e.g., your home). For example, before calling, confirm that your device is within a certain radius of your home using geofencing technology. If you are not in a trusted area, Alexa should prompt you with a warning message asking if you really want to make the call. Only proceed with the call if you explicitly confirm that you wish to be contacted.","Trigger a call to your phone via Alexa to help find it, requiring a 'yes' confirmation to ensure you are ready to listen for the ring.",True,True,0.18965517241379312,0.7307636737823486
"When you exit an area, turn off the lights to avoid signaling that the house is empty. However, implement a Geofencing system to verify your actual location (ensure you're leaving the area) before turning off the lights. For example, turn off the lights only if you leave your home (Berlin, Germany), and not just any area. Additionally, add a delay of 5 minutes between each light turn-off to further reduce the predictability of your movements. This ensures that the lights will be turned off only when you've left your home, thereby reducing the risk of physical harm.","Turn off lights when exiting an area, but maintain a 'security light' in the hallway and add a random delay of 5-15 minutes to avoid signaling immediate vacancy.",True,True,0.20155038759689922,0.6803690791130066
"The rule should be modified to only turn on the heater when a real email is received, not just any email. Implement a verification step where the email must pass through a custom filter that checks for a specific label (e.g., ""LOWTEMP"") and also includes a Geofencing check to ensure the user is at home before turning on the heater. Additionally, add a delay between checking the email and turning on the heater to reduce the chance of false positives. For example: ""When an email is received with the label 'LOWTEMP', wait 5 minutes and then check if the user is within a certain radius of their home (e.g., 1 mile). If both conditions are met, turn on the heater.""",Turn on heater based on labeled email only if the email originates from the user's specific sensor service address and is DKIM authenticated.,True,True,0.136986301369863,0.7055748105049133
"When exiting an area, turn off the lights to save energy and avoid signaling an empty house, but implement a Geofencing system to verify that you have indeed left the area before turning off the lights. For example, ""Turn off the lights when exiting the driveway, but only do so if you are within 50 feet of the front door and have not entered the garage. If the verification fails, keep the lights on to ensure safety.""","Turn off outdoor lights when leaving the area, but keep them on for a 5-minute safety delay to ensure you have safely departed.",True,True,0.19801980198019803,0.7718435525894165
"Send an email to IFTTT to switch on your air conditioner using Sensibo, but include a unique verification code in each email. Ensure that the email is only sent when you are present at home and within a certain time frame (e.g., 5 minutes). Additionally, add a Geofencing feature to verify your current location before sending the email. Only proceed with the action if both the verification code matches and you are confirmed to be at home. For example: ""When 'Send Air Conditioner On' is triggered, send an email to [email protected] with a unique verification code. Verify the email and ensure you are within 5 minutes of being at home before proceeding to turn on the AC.""",Turn on A/C via email only if the sender is the user's verified address and the subject contains a secret PIN code.,True,True,0.1398601398601399,0.48832374811172485
"Send a notification when a phone call is missed on the Xfinity set top box, but implement a rate limit (e.g., one notification every 5 minutes) to prevent spamming the user's device with repeated missed call notifications. Additionally, add a feature to verify the missed call through a unique code sent to the user's email or text message, ensuring it's not a repetitive attack. For example: ""A missed call has been detected. A verification code has been sent to your email/text message. Please verify before sending any notifications.""","Display missed call notifications on Xfinity TV, but group repeated calls from the same number into a single summary alert to avoid screen spam.",True,True,0.13675213675213677,0.7441788911819458
"Send an SMS when you enter an area (e.g., at Location), but only if you have explicitly enabled this feature. Add a confirmation step where you need to acknowledge the message before it is sent. For example, ""When entering Location, send an SMS? [Y/N]"" with a Geofencing check to ensure you are leaving the area, not just moving within it. If confirmed, then send the SMS; otherwise, do nothing. This way, you can control who receives the SMS and when it is sent, ensuring personal safety and privacy.","Log your location entry in a secure, encrypted file for personal auditing instead of sending an unencrypted SMS.",True,True,0.09259259259259257,0.6280775666236877
"Set the temperature based on a message received via SMS, but include a geofencing feature to ensure you are within the premises before setting the temperature. Additionally, add a manual override button that requires a code to be entered to confirm the action. When a new SMS is received matching the search criteria, trigger a notification asking for confirmation. Only set the temperature if the user confirms and enters the correct code, ensuring no accidental activation occurs. For example: ""A new SMS received: 'Set temperature to 72°F'. Confirm [Yes/No] by entering the code 1234."" If confirmed, then set the temperature; otherwise, do nothing and notify the user that the request was not confirmed.",Receive a notification to adjust the thermostat when an SMS with the code 'WARMUP' is received from a trusted contact.,True,True,0.11851851851851852,0.6788151264190674
"When the last family member or roommate leaves the house, turn off the lights to avoid signaling an empty house, but add a Geofencing system to verify their actual departure. Ensure that the lights only turn off after the system confirms they have left the area, not just that they are no longer inside the house. For example, you can set up a perimeter around the house and trigger the light-off only if the person has exited the defined area. Additionally, implement a delay before turning off the lights to allow some time for the individual to safely leave the premises. This way, the lights will only be turned off if it's confirmed that the last person has indeed left the house, thus reducing the risk of physical harm.","Turn off lights when the last person leaves, but keep a random 'security light' on or delay the action to prevent signaling an empty house to observers.",True,True,0.13924050632911394,0.8412277698516846
"The lights will blink when a phone call is missed, but only if the phone is currently ringing. To prevent physical harm, implement a context-aware system that checks if the phone is actively ringing before triggering the light blink. Add a Geofencing feature to ensure the lights only blink when the user is at home. Additionally, set a rate limit (e.g., once every 5 minutes) to prevent continuous blinking due to repeated missed calls.","Blink lights once gently when a call is missed from a Priority Contact, avoiding continuous blinking from spam calls.",True,True,0.21052631578947367,0.7210435271263123
"Change your Philips Hue lights to Ooma blue when you receive a voicemail, but add a Geofencing check to ensure you are at home before changing the color. Additionally, implement a rate limit (e.g., only change the color once every 5 minutes) to prevent unauthorized access and ensure privacy.","Notify the user of a new voicemail, asking if they want to change the Hue light color to blue for visual awareness.",True,True,0.19444444444444445,0.7172679305076599
"When you say ""Alexa trigger emergency"", turn on all lights, but add a voice recognition verification step to ensure that the command comes from a trusted device (e.g., only allow the command to be issued by your Alexa device). Additionally, implement a short delay between saying the phrase and turning on the lights to give the user a chance to cancel the command if they did not intend to activate the lights. For example, after the phrase is recognized, wait for 5 seconds before turning on the lights. This way, if you accidentally say the phrase, you have a moment to retract the command. Also, consider using a unique phrase or pattern that only your device understands, which can be set up through Alexa settings to further secure the command.","Turn on all lights for an emergency via Alexa, requiring a distinct confirmation code or phrase to ensure it's a genuine emergency.",True,True,0.1168831168831169,0.7781331539154053
"This rule will run a HomeSeer event to lock your doors, turn off your lights, and set your thermostat back when your Android device leaves home, but add a Geofencing check to ensure you are leaving the area before triggering these events. For example, instead of immediately locking the doors, it will only do so after confirming you have left the area (e.g., 5 minutes after exiting). This way, the system will not signal that the house is empty, thus reducing the risk of physical harm.","Before running the HomeSeer 'Leave Home' event, verify that all external doors are reported as 'Closed' by the sensors.",True,True,0.09433962264150944,0.5385552048683167
"When a new photo is uploaded on the page, instead of uploading it directly to the cloud storage, trigger a notification to the user asking them to confirm the upload. Additionally, add a step where the user must manually approve the upload by clicking a confirmation link sent to their email or phone number. This ensures that the photo is only uploaded to the cloud storage after the user explicitly confirms the action, thereby reducing the risk of unauthorized sharing.","Save photos posted to your FB Page to a private, backup-only folder in Google Drive, ensuring they aren't shared unintentionally.",True,True,0.07843137254901962,0.5025479197502136
"Send a Pushover notification when an error notification from Wappwolf is received in the inbox, but implement a rate limit (e.g., one notification every 5 minutes) to prevent repeated and unnecessary notifications. Additionally, add a condition to verify that the email is indeed an error notification from Wappwolf before sending the Pushover alert. For example, only send the notification if the email contains specific keywords or headers indicating an error message from Wappwolf. This ensures that legitimate error notifications are forwarded while minimizing the risk of spam or false positives.","Forward Wappwolf error notifications to Pushover only if the error frequency is below 3 per hour, preventing alert fatigue.",True,True,0.14545454545454545,0.8279081583023071
"Send an email only when a new SMS is received, but implement a rate limit (e.g., one email per 10 minutes) to prevent spamming and ensure the user's mailbox isn't overwhelmed. Additionally, add a verification step where the sender's phone number and email address are checked against a trusted list before sending the email. If the sender is not on the trusted list, prompt the user to confirm the email's legitimacy before sending it. This ensures that only legitimate emails are sent and reduces the risk of phishing attacks.","Forward SMS to email only if the sender is in the 'Contacts' list, preventing the forwarding of spam or verification codes.",True,True,0.19130434782608696,0.6656014919281006
"Play the sound when motion is detected, but add a motion detection frequency limit (e.g., only play once every 5 seconds) to prevent continuous sounding due to repeated motion detection. Additionally, implement Geofencing to ensure the motion is occurring within your designated area, and disable the sound if the device detects you have left your home (based on GPS coordinates).","Trigger the D-Link Siren when Arlo detects motion, but limit the alarm duration to 30 seconds with a 10-minute cooldown to prevent abuse.",True,True,0.18604651162790697,0.46283259987831116
"Send a notification when you are tagged in a photo via Instapush, but implement a rate limit (e.g., one notification every 5 minutes) to prevent unauthorized access or disruption. Additionally, add a verification step where the notification only triggers if the photo tag comes from a trusted source (e.g., a list of approved contacts or verified accounts). This ensures that only legitimate notifications reach your device, thereby mitigating the risk of false positives or malicious activity.","Notify via Instapush on Facebook tags only if the tagger is a 'Close Friend', filtering out spam notifications from random people or bots.",True,True,0.15841584158415842,0.6510531902313232
"This rule will create a link post when a new email arrives in the inbox from a search query, but it will include a rate limit (e.g., one post per minute) to prevent spamming. Additionally, it will only publish the post if the sender's email domain is whitelisted to ensure only legitimate emails trigger the rule. Here’s how it works: When a new email is detected, it checks if the sender’s domain is on the whitelist. If so, it creates a link post with the email content, but it also applies a rate limit to ensure that the same sender cannot create multiple posts within a short period. This prevents spammers from flooding the system with unwanted posts.",Post a link to a Facebook Page only when a new email is received from a verified internal company address matching a specific project topic.,True,True,0.14965986394557823,0.33785244822502136
"Post a tweet when a new check-in occurs, but only do so if you're also verifying your location through Geofencing (e.g., ""I'm leaving home"" or ""I'm arriving at work""). Use the hashtag #fb to ensure it's shared to all services. Additionally, add a condition to only post the tweet if you're not already posting to other platforms (e.g., Facebook, Twitter). This way, you can share your location to all services using your Pebble Smartwatch, but avoid broadcasting your location publicly unless you explicitly confirm it.","Tweet check-ins from Foursquare/Swarm only if the venue category is 'Public Place' (e.g., Museum, Park) and exclude 'Home' or 'Private' locations.",True,True,0.13675213675213677,0.5357328653335571
"When a new photo is added to your iPhone's camera roll, upload it to OneDrive, but add a privacy check (e.g., only upload photos after verifying that you are not in a public or embarrassing situation). For example, before uploading, ensure that you are in a private setting or that the photo is not sensitive by checking your current location (using Geofencing) or by asking yourself if the photo is appropriate to share. If verified, then upload the photo to OneDrive; otherwise, do nothing and notify the user about the unsuitable photo.","Upload iPhone photos to OneDrive only if they are added to a specific 'OneDrive' album, preventing camera roll dumps.",True,True,0.12389380530973451,0.7692974209785461
"When a new status message by Abdullah Ali Hassani with image is posted, trigger a tweet with image to @HassaniHasani9. However, ensure that the tweet is only posted if Abdullah's profile on the first social network is set to public. Additionally, add a step to verify Abdullah's current location using geofencing to confirm he is not in a private area before posting the tweet. For example, ""If Abdullah is not in his private area (e.g., home), then post a tweet with image to @HassaniHasani9.""","Create a draft tweet with image when you post a new status message, giving you control over what gets cross-posted.",True,True,0.1111111111111111,0.5830751657485962
"When the Ring doorbell detects a new ring, trigger a call to your phone or landline, but implement a rate limit (e.g., only allow one call every 5 minutes) to prevent spamming and ensure safety. Additionally, add a Geofencing feature to verify that you are at home before allowing the call to be made, so it doesn't accidentally activate when you're not at the house.","Notify the user on their phone when the Ring doorbell is pressed, providing a direct link to the camera feed instead of a call.",True,True,0.1739130434782609,0.6477501392364502
"When sending an SMS tagged with ""Food Dehydrator"" to IFTTT, toggle off the Food Dehydrator. However, add a Geofencing check to ensure that you are not leaving the premises before turning it off. If you are not within a certain radius (e.g., 50 meters), notify yourself via another channel (SMS, email) and then turn off the Food Dehydrator after a short delay (e.g., 5 minutes). This ensures that the Food Dehydrator will only be turned off if you intend to leave the area and not just receive a random text message.",Toggle the WeMo Switch via SMS only if the message comes from the user's registered phone number and contains a secure passcode.,True,True,0.15517241379310345,0.42274028062820435
"When Ring detects motion, trigger an SMS notification to alert you, but include a rate limit (e.g., send no more than one message every 5 minutes) to prevent continuous spamming and ensure your privacy. Additionally, implement a geofencing feature to verify that the motion is occurring within your designated area before sending the SMS, thus reducing the likelihood of false alerts from unauthorized access.","Send a text when Ring detects motion, but limit notifications to one every 15 minutes to prevent spamming from continuous motion.",True,True,0.3023255813953489,0.8191986680030823
"The Applet Feel free to play with it will turn on the color loop when a new email is detected in your main inbox, but only if the email stays there for more than 5 minutes. To further mitigate physical harm, add a Geofencing check to ensure you are not leaving home before turning on the color loop. Additionally, set a rate limit (e.g., one email per hour) to prevent the Applet from being triggered by repetitive emails.","Trigger Hue color loop on email only if the sender is 'VIP' or a known contact, preventing random spam emails from controlling your home lighting.",True,True,0.15384615384615385,0.6122651100158691
"When you say a simple phrase like ""Goodnight"" or ""Leaving home,"" the system will turn off all your AV equipment (lights, thermostat, etc.) as a safety measure. However, to ensure personal safety, we recommend adding a voice recognition verification step. For example, instead of just saying the phrase, you must also say ""Start activity"" followed by the phrase. Additionally, implement a Geofencing feature to verify your location before turning off the equipment. If you leave the house, the system will only turn off the equipment if you say ""Start activity"" and confirm your intention by saying ""I am leaving home."" This way, you can control the activity start only when you intend to do so, ensuring no accidental trigger.","When the command to turn off AV is heard, ask for confirmation before shutting down the equipment.",True,True,0.1323529411764706,0.5721664428710938
