INFO:accelerate.utils.modeling:We will use 90% of the memory on device 0 for storing the model, and 10% for the buffer to avoid OOM. You can set `max_memory` in to a higher value to use more memory (at your own risk).
{'loss': 3.3339, 'grad_norm': 2.124474287033081, 'learning_rate': 0.00019928122192273138, 'epoch': 0.013481631277384564}
{'loss': 0.6322, 'grad_norm': 0.8654692769050598, 'learning_rate': 0.00014627133872416892, 'epoch': 0.8088978766430738}
{'loss': 0.6994, 'grad_norm': 0.8095151782035828, 'learning_rate': 0.00014537286612758312, 'epoch': 0.8223795079204583}
{'loss': 0.6461, 'grad_norm': 0.8415786623954773, 'learning_rate': 0.00014447439353099733, 'epoch': 0.8358611391978429}
{'loss': 0.6194, 'grad_norm': 0.7046557664871216, 'learning_rate': 0.0001435759209344115, 'epoch': 0.8493427704752275}
{'loss': 0.6646, 'grad_norm': 0.9725752472877502, 'learning_rate': 0.0001426774483378257, 'epoch': 0.8628244017526121}
{'loss': 0.6553, 'grad_norm': 0.8419488072395325, 'learning_rate': 0.0001417789757412399, 'epoch': 0.8763060330299967}
{'loss': 0.6505, 'grad_norm': 0.7451887130737305, 'learning_rate': 0.00014088050314465408, 'epoch': 0.8897876643073812}
{'loss': 0.657, 'grad_norm': 0.9564257860183716, 'learning_rate': 0.00013998203054806828, 'epoch': 0.9032692955847658}
{'loss': 0.5676, 'grad_norm': 0.7402516603469849, 'learning_rate': 0.00013908355795148248, 'epoch': 0.9167509268621503}
{'loss': 0.6253, 'grad_norm': 0.8262283802032471, 'learning_rate': 0.00013818508535489669, 'epoch': 0.9302325581395349}
{'loss': 0.6063, 'grad_norm': 0.8117014765739441, 'learning_rate': 0.00013728661275831086, 'epoch': 0.9437141894169194}
{'loss': 0.5859, 'grad_norm': 0.8596001267433167, 'learning_rate': 0.00013638814016172506, 'epoch': 0.957195820694304}
{'loss': 0.6542, 'grad_norm': 0.8556966185569763, 'learning_rate': 0.00013548966756513927, 'epoch': 0.9706774519716885}
{'loss': 0.5987, 'grad_norm': 0.8851101398468018, 'learning_rate': 0.00013459119496855347, 'epoch': 0.9841590832490731}
{'loss': 0.6235, 'grad_norm': 0.8489375710487366, 'learning_rate': 0.00013369272237196767, 'epoch': 0.9976407145264578}
{'loss': 0.5643, 'grad_norm': 0.8275686502456665, 'learning_rate': 0.00013279424977538187, 'epoch': 1.0107853050219076}
{'loss': 0.6268, 'grad_norm': 0.7654361724853516, 'learning_rate': 0.00013189577717879605, 'epoch': 1.0242669362992922}
{'loss': 0.6083, 'grad_norm': 0.7709627151489258, 'learning_rate': 0.00013099730458221025, 'epoch': 1.0377485675766769}
{'loss': 0.5802, 'grad_norm': 0.9601791501045227, 'learning_rate': 0.00013009883198562445, 'epoch': 1.0512301988540613}
{'loss': 0.5134, 'grad_norm': 0.8791818618774414, 'learning_rate': 0.00012920035938903865, 'epoch': 1.064711830131446}
{'loss': 0.6196, 'grad_norm': 0.929498016834259, 'learning_rate': 0.00012830188679245283, 'epoch': 1.0781934614088304}
{'loss': 0.6261, 'grad_norm': 0.9791460633277893, 'learning_rate': 0.00012740341419586703, 'epoch': 1.091675092686215}
{'loss': 0.5582, 'grad_norm': 0.9447526931762695, 'learning_rate': 0.00012650494159928123, 'epoch': 1.1051567239635995}
{'loss': 0.6022, 'grad_norm': 0.9916771054267883, 'learning_rate': 0.0001256064690026954, 'epoch': 1.1186383552409842}
{'loss': 0.6167, 'grad_norm': 0.8738056421279907, 'learning_rate': 0.0001247079964061096, 'epoch': 1.1321199865183686}
{'loss': 0.5757, 'grad_norm': 0.8940236568450928, 'learning_rate': 0.0001238095238095238, 'epoch': 1.1456016177957533}
{'loss': 0.5733, 'grad_norm': 0.9827558994293213, 'learning_rate': 0.00012291105121293801, 'epoch': 1.1590832490731378}
{'loss': 0.5571, 'grad_norm': 0.8650323748588562, 'learning_rate': 0.0001220125786163522, 'epoch': 1.1725648803505224}
{'loss': 0.642, 'grad_norm': 1.099450707435608, 'learning_rate': 0.0001211141060197664, 'epoch': 1.1860465116279069}
{'loss': 0.5602, 'grad_norm': 0.8364682793617249, 'learning_rate': 0.0001202156334231806, 'epoch': 1.1995281429052915}
{'loss': 0.5369, 'grad_norm': 0.919624388217926, 'learning_rate': 0.00011931716082659478, 'epoch': 1.2130097741826762}
{'loss': 0.6151, 'grad_norm': 1.0446394681930542, 'learning_rate': 0.00011841868823000898, 'epoch': 1.2264914054600606}
{'loss': 0.5708, 'grad_norm': 1.0571575164794922, 'learning_rate': 0.00011752021563342319, 'epoch': 1.2399730367374453}
{'loss': 0.6334, 'grad_norm': 0.9016612768173218, 'learning_rate': 0.00011662174303683737, 'epoch': 1.2534546680148297}
{'loss': 0.5961, 'grad_norm': 0.890949010848999, 'learning_rate': 0.00011572327044025158, 'epoch': 1.2669362992922144}
{'loss': 0.5842, 'grad_norm': 0.7276675701141357, 'learning_rate': 0.00011482479784366578, 'epoch': 1.2804179305695988}
{'loss': 0.5509, 'grad_norm': 0.8810313940048218, 'learning_rate': 0.00011392632524707998, 'epoch': 1.2938995618469835}
{'loss': 0.5267, 'grad_norm': 0.8334555625915527, 'learning_rate': 0.00011302785265049416, 'epoch': 1.307381193124368}
{'loss': 0.5624, 'grad_norm': 0.9472048878669739, 'learning_rate': 0.00011212938005390836, 'epoch': 1.3208628244017526}
{'loss': 0.5619, 'grad_norm': 0.825252890586853, 'learning_rate': 0.00011123090745732256, 'epoch': 1.3343444556791373}
{'loss': 0.5669, 'grad_norm': 0.9277521967887878, 'learning_rate': 0.00011033243486073675, 'epoch': 1.3478260869565217}
{'loss': 0.566, 'grad_norm': 1.0452030897140503, 'learning_rate': 0.00010943396226415095, 'epoch': 1.3613077182339062}
{'loss': 0.6131, 'grad_norm': 1.0119078159332275, 'learning_rate': 0.00010853548966756515, 'epoch': 1.3747893495112908}
{'loss': 0.595, 'grad_norm': 1.0503206253051758, 'learning_rate': 0.00010763701707097935, 'epoch': 1.3882709807886755}
{'loss': 0.5857, 'grad_norm': 0.8645320534706116, 'learning_rate': 0.00010673854447439353, 'epoch': 1.40175261206606}
{'loss': 0.5782, 'grad_norm': 1.0829881429672241, 'learning_rate': 0.00010584007187780773, 'epoch': 1.4152342433434446}
{'loss': 0.5401, 'grad_norm': 0.8504320383071899, 'learning_rate': 0.00010494159928122193, 'epoch': 1.428715874620829}
{'loss': 0.575, 'grad_norm': 0.8938907384872437, 'learning_rate': 0.00010404312668463612, 'epoch': 1.4421975058982137}
{'loss': 0.563, 'grad_norm': 1.0148417949676514, 'learning_rate': 0.00010314465408805032, 'epoch': 1.4556791371755984}
{'loss': 0.5482, 'grad_norm': 0.9330028891563416, 'learning_rate': 0.00010224618149146453, 'epoch': 1.4691607684529828}
{'loss': 0.5708, 'grad_norm': 0.8363931775093079, 'learning_rate': 0.0001013477088948787, 'epoch': 1.4826423997303673}
{'loss': 0.6066, 'grad_norm': 0.9087211489677429, 'learning_rate': 0.0001004492362982929, 'epoch': 1.496124031007752}
{'loss': 0.5343, 'grad_norm': 0.8101601004600525, 'learning_rate': 9.95507637017071e-05, 'epoch': 1.5096056622851366}
{'loss': 0.5326, 'grad_norm': 0.7004637718200684, 'learning_rate': 9.86522911051213e-05, 'epoch': 1.523087293562521}
{'loss': 0.5415, 'grad_norm': 0.8850011229515076, 'learning_rate': 9.77538185085355e-05, 'epoch': 1.5365689248399055}
{'loss': 0.4923, 'grad_norm': 0.9422486424446106, 'learning_rate': 9.685534591194969e-05, 'epoch': 1.5500505561172901}
{'loss': 0.5225, 'grad_norm': 0.7350015044212341, 'learning_rate': 9.595687331536389e-05, 'epoch': 1.5635321873946748}
{'loss': 0.5715, 'grad_norm': 1.0697662830352783, 'learning_rate': 9.505840071877809e-05, 'epoch': 1.5770138186720595}
{'loss': 0.6267, 'grad_norm': 0.8565974235534668, 'learning_rate': 9.415992812219228e-05, 'epoch': 1.590495449949444}
{'loss': 0.5977, 'grad_norm': 0.7793762683868408, 'learning_rate': 9.326145552560648e-05, 'epoch': 1.6039770812268284}
{'loss': 0.5311, 'grad_norm': 0.8362404704093933, 'learning_rate': 9.236298292902067e-05, 'epoch': 1.617458712504213}
{'loss': 0.5555, 'grad_norm': 0.8525640368461609, 'learning_rate': 9.146451033243486e-05, 'epoch': 1.6309403437815977}
{'loss': 0.5497, 'grad_norm': 0.775251567363739, 'learning_rate': 9.056603773584906e-05, 'epoch': 1.6444219750589821}
{'loss': 0.577, 'grad_norm': 0.9543359875679016, 'learning_rate': 8.966756513926325e-05, 'epoch': 1.6579036063363666}
{'loss': 0.587, 'grad_norm': 0.9093082547187805, 'learning_rate': 8.876909254267746e-05, 'epoch': 1.6713852376137512}
{'loss': 0.5327, 'grad_norm': 0.8383136987686157, 'learning_rate': 8.787061994609165e-05, 'epoch': 1.684866868891136}
{'loss': 0.5595, 'grad_norm': 0.8398664593696594, 'learning_rate': 8.697214734950584e-05, 'epoch': 1.6983485001685203}
{'loss': 0.5347, 'grad_norm': 0.8289454579353333, 'learning_rate': 8.607367475292004e-05, 'epoch': 1.7118301314459048}
{'loss': 0.5779, 'grad_norm': 0.9604251980781555, 'learning_rate': 8.517520215633423e-05, 'epoch': 1.7253117627232895}
{'loss': 0.5632, 'grad_norm': 0.8892084956169128, 'learning_rate': 8.427672955974843e-05, 'epoch': 1.7387933940006741}
{'loss': 0.5406, 'grad_norm': 1.064876914024353, 'learning_rate': 8.337825696316262e-05, 'epoch': 1.7522750252780588}
{'loss': 0.6048, 'grad_norm': 0.8518439531326294, 'learning_rate': 8.247978436657682e-05, 'epoch': 1.7657566565554432}
{'loss': 0.523, 'grad_norm': 0.8200520277023315, 'learning_rate': 8.158131176999103e-05, 'epoch': 1.7792382878328277}
{'loss': 0.5593, 'grad_norm': 0.7897809743881226, 'learning_rate': 8.068283917340521e-05, 'epoch': 1.7927199191102123}
{'loss': 0.5477, 'grad_norm': 0.9043006896972656, 'learning_rate': 7.978436657681942e-05, 'epoch': 1.806201550387597}
{'loss': 0.5336, 'grad_norm': 1.0408661365509033, 'learning_rate': 7.88858939802336e-05, 'epoch': 1.8196831816649814}
{'loss': 0.5916, 'grad_norm': 1.0077401399612427, 'learning_rate': 7.798742138364781e-05, 'epoch': 1.8331648129423659}
{'loss': 0.605, 'grad_norm': 0.9572058320045471, 'learning_rate': 7.7088948787062e-05, 'epoch': 1.8466464442197505}
{'loss': 0.6034, 'grad_norm': 0.8004883527755737, 'learning_rate': 7.619047619047618e-05, 'epoch': 1.8601280754971352}
{'loss': 0.5633, 'grad_norm': 0.8096861839294434, 'learning_rate': 7.529200359389039e-05, 'epoch': 1.8736097067745199}
{'loss': 0.5273, 'grad_norm': 0.8033506274223328, 'learning_rate': 7.439353099730459e-05, 'epoch': 1.8870913380519043}
{'loss': 0.5689, 'grad_norm': 1.037076473236084, 'learning_rate': 7.349505840071879e-05, 'epoch': 1.9005729693292888}
{'loss': 0.5355, 'grad_norm': 0.9507936835289001, 'learning_rate': 7.259658580413298e-05, 'epoch': 1.9140546006066734}
{'loss': 0.6165, 'grad_norm': 1.0906291007995605, 'learning_rate': 7.169811320754717e-05, 'epoch': 1.927536231884058}
{'loss': 0.5712, 'grad_norm': 0.969420313835144, 'learning_rate': 7.079964061096137e-05, 'epoch': 1.9410178631614425}
{'loss': 0.5102, 'grad_norm': 0.9913212656974792, 'learning_rate': 6.990116801437556e-05, 'epoch': 1.954499494438827}
{'loss': 0.4987, 'grad_norm': 1.034448504447937, 'learning_rate': 6.900269541778976e-05, 'epoch': 1.9679811257162116}
{'loss': 0.5444, 'grad_norm': 0.8772773146629333, 'learning_rate': 6.810422282120395e-05, 'epoch': 1.9814627569935963}
{'loss': 0.5956, 'grad_norm': 1.0193591117858887, 'learning_rate': 6.720575022461815e-05, 'epoch': 1.9949443882709808}
{'loss': 0.5269, 'grad_norm': 0.847078263759613, 'learning_rate': 6.630727762803235e-05, 'epoch': 2.008088978766431}
{'loss': 0.5158, 'grad_norm': 0.9949471950531006, 'learning_rate': 6.540880503144654e-05, 'epoch': 2.021570610043815}
{'loss': 0.5047, 'grad_norm': 1.128347396850586, 'learning_rate': 6.451033243486074e-05, 'epoch': 2.0350522413211998}
{'loss': 0.5191, 'grad_norm': 0.9289090037345886, 'learning_rate': 6.361185983827493e-05, 'epoch': 2.0485338725985844}
{'loss': 0.4942, 'grad_norm': 0.918593168258667, 'learning_rate': 6.271338724168913e-05, 'epoch': 2.062015503875969}
{'loss': 0.5034, 'grad_norm': 0.9724372029304504, 'learning_rate': 6.181491464510332e-05, 'epoch': 2.0754971351533538}
{'loss': 0.5145, 'grad_norm': 1.1116232872009277, 'learning_rate': 6.091644204851752e-05, 'epoch': 2.088978766430738}
{'loss': 0.5339, 'grad_norm': 0.8747057318687439, 'learning_rate': 6.001796945193172e-05, 'epoch': 2.1024603977081227}
{'loss': 0.5416, 'grad_norm': 0.9412035346031189, 'learning_rate': 5.9119496855345916e-05, 'epoch': 2.1159420289855073}
{'loss': 0.5204, 'grad_norm': 0.9898712038993835, 'learning_rate': 5.822102425876012e-05, 'epoch': 2.129423660262892}
{'loss': 0.4687, 'grad_norm': 1.0104641914367676, 'learning_rate': 5.732255166217431e-05, 'epoch': 2.142905291540276}
{'loss': 0.4607, 'grad_norm': 1.1613091230392456, 'learning_rate': 5.6424079065588495e-05, 'epoch': 2.156386922817661}
{'loss': 0.4998, 'grad_norm': 1.2093355655670166, 'learning_rate': 5.55256064690027e-05, 'epoch': 2.1698685540950455}
{'loss': 0.4728, 'grad_norm': 1.0859668254852295, 'learning_rate': 5.462713387241689e-05, 'epoch': 2.18335018537243}
{'loss': 0.5542, 'grad_norm': 1.2053996324539185, 'learning_rate': 5.3728661275831095e-05, 'epoch': 2.196831816649815}
{'loss': 0.5076, 'grad_norm': 0.8549855351448059, 'learning_rate': 5.283018867924528e-05, 'epoch': 2.210313447927199}
{'loss': 0.5841, 'grad_norm': 1.1580023765563965, 'learning_rate': 5.193171608265948e-05, 'epoch': 2.2237950792045837}
{'loss': 0.5012, 'grad_norm': 1.0599818229675293, 'learning_rate': 5.103324348607368e-05, 'epoch': 2.2372767104819684}
{'loss': 0.4749, 'grad_norm': 0.7868616580963135, 'learning_rate': 5.013477088948787e-05, 'epoch': 2.2507583417593526}
{'loss': 0.4899, 'grad_norm': 0.9918403625488281, 'learning_rate': 4.9236298292902065e-05, 'epoch': 2.2642399730367373}
{'loss': 0.5241, 'grad_norm': 0.985464870929718, 'learning_rate': 4.833782569631627e-05, 'epoch': 2.277721604314122}
{'loss': 0.5, 'grad_norm': 0.8242670297622681, 'learning_rate': 4.743935309973046e-05, 'epoch': 2.2912032355915066}
{'loss': 0.4617, 'grad_norm': 1.0741616487503052, 'learning_rate': 4.654088050314466e-05, 'epoch': 2.3046848668688913}
{'loss': 0.497, 'grad_norm': 1.0565096139907837, 'learning_rate': 4.564240790655885e-05, 'epoch': 2.3181664981462755}
{'loss': 0.4705, 'grad_norm': 1.2251125574111938, 'learning_rate': 4.474393530997305e-05, 'epoch': 2.33164812942366}
{'loss': 0.4731, 'grad_norm': 0.9828269481658936, 'learning_rate': 4.3845462713387243e-05, 'epoch': 2.345129760701045}
{'loss': 0.4718, 'grad_norm': 1.0594044923782349, 'learning_rate': 4.294699011680144e-05, 'epoch': 2.3586113919784295}
{'loss': 0.4556, 'grad_norm': 1.227061152458191, 'learning_rate': 4.2048517520215634e-05, 'epoch': 2.3720930232558137}
{'loss': 0.5013, 'grad_norm': 1.2248350381851196, 'learning_rate': 4.115004492362983e-05, 'epoch': 2.3855746545331984}
{'loss': 0.516, 'grad_norm': 0.9364526271820068, 'learning_rate': 4.025157232704403e-05, 'epoch': 2.399056285810583}
{'loss': 0.4716, 'grad_norm': 1.0171680450439453, 'learning_rate': 3.935309973045822e-05, 'epoch': 2.4125379170879677}
{'loss': 0.4268, 'grad_norm': 1.0326664447784424, 'learning_rate': 3.8454627133872415e-05, 'epoch': 2.4260195483653524}
{'loss': 0.4618, 'grad_norm': 1.1879500150680542, 'learning_rate': 3.755615453728661e-05, 'epoch': 2.4395011796427366}
{'loss': 0.4501, 'grad_norm': 0.8855999708175659, 'learning_rate': 3.665768194070081e-05, 'epoch': 2.4529828109201213}
{'loss': 0.4666, 'grad_norm': 1.188214898109436, 'learning_rate': 3.575920934411501e-05, 'epoch': 2.466464442197506}
{'loss': 0.4533, 'grad_norm': 0.9233692288398743, 'learning_rate': 3.4860736747529204e-05, 'epoch': 2.4799460734748906}
{'loss': 0.4285, 'grad_norm': 1.1160751581192017, 'learning_rate': 3.39622641509434e-05, 'epoch': 2.493427704752275}
{'loss': 0.4787, 'grad_norm': 1.0627942085266113, 'learning_rate': 3.3063791554357594e-05, 'epoch': 2.5069093360296595}
{'loss': 0.3925, 'grad_norm': 1.1070778369903564, 'learning_rate': 3.216531895777179e-05, 'epoch': 2.520390967307044}
{'loss': 0.4181, 'grad_norm': 0.8116832971572876, 'learning_rate': 3.1266846361185985e-05, 'epoch': 2.533872598584429}
{'loss': 0.4723, 'grad_norm': 1.0660219192504883, 'learning_rate': 3.0368373764600184e-05, 'epoch': 2.5473542298618135}
{'loss': 0.4232, 'grad_norm': 0.9964235424995422, 'learning_rate': 2.9469901168014376e-05, 'epoch': 2.5608358611391977}
{'loss': 0.4295, 'grad_norm': 0.9254528880119324, 'learning_rate': 2.857142857142857e-05, 'epoch': 2.5743174924165824}
{'loss': 0.4614, 'grad_norm': 1.2446141242980957, 'learning_rate': 2.767295597484277e-05, 'epoch': 2.587799123693967}
{'loss': 0.4542, 'grad_norm': 1.0974258184432983, 'learning_rate': 2.6774483378256965e-05, 'epoch': 2.6012807549713517}
{'loss': 0.4549, 'grad_norm': 0.8891497254371643, 'learning_rate': 2.587601078167116e-05, 'epoch': 2.614762386248736}
{'loss': 0.4973, 'grad_norm': 1.164939045906067, 'learning_rate': 2.4977538185085356e-05, 'epoch': 2.6282440175261206}
{'loss': 0.4073, 'grad_norm': 0.9732576012611389, 'learning_rate': 2.407906558849955e-05, 'epoch': 2.6417256488035052}
{'loss': 0.4247, 'grad_norm': 1.212908148765564, 'learning_rate': 2.3180592991913746e-05, 'epoch': 2.65520728008089}
{'loss': 0.4202, 'grad_norm': 0.8561743497848511, 'learning_rate': 2.2282120395327945e-05, 'epoch': 2.6686889113582746}
{'loss': 0.4216, 'grad_norm': 1.007162094116211, 'learning_rate': 2.138364779874214e-05, 'epoch': 2.682170542635659}
{'loss': 0.4303, 'grad_norm': 1.2271103858947754, 'learning_rate': 2.0485175202156336e-05, 'epoch': 2.6956521739130435}
{'loss': 0.4086, 'grad_norm': 0.9116215109825134, 'learning_rate': 1.958670260557053e-05, 'epoch': 2.709133805190428}
{'loss': 0.4239, 'grad_norm': 1.2487820386886597, 'learning_rate': 1.8688230008984726e-05, 'epoch': 2.7226154364678123}
{'loss': 0.4209, 'grad_norm': 0.9006548523902893, 'learning_rate': 1.778975741239892e-05, 'epoch': 2.736097067745197}
{'loss': 0.4338, 'grad_norm': 1.269452691078186, 'learning_rate': 1.689128481581312e-05, 'epoch': 2.7495786990225817}
{'loss': 0.4048, 'grad_norm': 0.9509164094924927, 'learning_rate': 1.5992812219227316e-05, 'epoch': 2.7630603302999663}
{'loss': 0.4273, 'grad_norm': 0.9697149991989136, 'learning_rate': 1.509433962264151e-05, 'epoch': 2.776541961577351}
{'loss': 0.4327, 'grad_norm': 0.9666895866394043, 'learning_rate': 1.4195867026055706e-05, 'epoch': 2.7900235928547357}
{'loss': 0.4362, 'grad_norm': 0.9427365064620972, 'learning_rate': 1.32973944294699e-05, 'epoch': 2.80350522413212}
{'loss': 0.4976, 'grad_norm': 1.1468534469604492, 'learning_rate': 1.2398921832884097e-05, 'epoch': 2.8169868554095046}
{'loss': 0.3928, 'grad_norm': 1.4249930381774902, 'learning_rate': 1.1500449236298294e-05, 'epoch': 2.830468486686889}
{'loss': 0.4216, 'grad_norm': 1.160941481590271, 'learning_rate': 1.060197663971249e-05, 'epoch': 2.8439501179642734}
